,I2HospitalRate_range,E2Irate_range,I2Rrate_range,delay_from_hospital_to_I_range,Beta_coeff_summer_range,winter_coeff_range,Beta_coeff_manual_setting_range,indFirstValidRow_range,indFirstAvailData_range,indLastAvailData_range,indLastValidRow_range,lower___for_sample_weights_range,upper___for_sample_weights_range,N0_range,S0_range,x0_range,n0_range,epsil_range
0,0.06,0.16666666666666666,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
1,0.06,0.16666666666666666,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
2,0.06,0.16666666666666666,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
3,0.06,0.16666666666666666,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
4,0.06,0.16666666666666666,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
5,0.06,0.16666666666666666,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
6,0.06,0.16666666666666666,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
7,0.06,0.16666666666666666,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
8,0.06,0.16666666666666666,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
9,0.06,0.16666666666666666,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
10,0.06,0.16666666666666666,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
11,0.06,0.16666666666666666,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
12,0.06,0.16666666666666666,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
13,0.06,0.16666666666666666,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
14,0.06,0.16666666666666666,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
15,0.06,0.16666666666666666,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
16,0.06,0.16666666666666666,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
17,0.06,0.16666666666666666,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
18,0.06,0.16666666666666666,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
19,0.06,0.16666666666666666,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
20,0.06,0.16666666666666666,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
21,0.06,0.16666666666666666,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
22,0.06,0.16666666666666666,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
23,0.06,0.16666666666666666,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
24,0.06,0.16666666666666666,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
25,0.06,0.16666666666666666,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
26,0.06,0.16666666666666666,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
27,0.06,0.16666666666666666,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
28,0.06,0.16666666666666666,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
29,0.06,0.16666666666666666,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
30,0.06,0.16666666666666666,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
31,0.06,0.16666666666666666,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
32,0.06,0.16666666666666666,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
33,0.06,0.16666666666666666,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
34,0.06,0.16666666666666666,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
35,0.06,0.16666666666666666,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
36,0.06,0.16666666666666666,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
37,0.06,0.16666666666666666,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
38,0.06,0.16666666666666666,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
39,0.06,0.16666666666666666,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
40,0.06,0.16666666666666666,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
41,0.06,0.16666666666666666,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
42,0.06,0.16666666666666666,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
43,0.06,0.16666666666666666,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
44,0.06,0.16666666666666666,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
45,0.06,0.16666666666666666,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
46,0.06,0.16666666666666666,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
47,0.06,0.16666666666666666,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
48,0.06,0.16666666666666666,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
49,0.06,0.16666666666666666,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
50,0.06,0.16666666666666666,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
51,0.06,0.16666666666666666,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
52,0.06,0.16666666666666666,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
53,0.06,0.16666666666666666,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
54,0.06,0.16666666666666666,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
55,0.06,0.16666666666666666,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
56,0.06,0.16666666666666666,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
57,0.06,0.16666666666666666,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
58,0.06,0.16666666666666666,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
59,0.06,0.16666666666666666,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
60,0.06,0.16666666666666666,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
61,0.06,0.16666666666666666,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
62,0.06,0.16666666666666666,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
63,0.06,0.16666666666666666,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
64,0.06,0.16666666666666666,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
65,0.06,0.16666666666666666,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
66,0.06,0.16666666666666666,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
67,0.06,0.16666666666666666,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
68,0.06,0.16666666666666666,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
69,0.06,0.16666666666666666,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
70,0.06,0.16666666666666666,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
71,0.06,0.16666666666666666,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
72,0.06,0.16666666666666666,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
73,0.06,0.16666666666666666,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
74,0.06,0.16666666666666666,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
75,0.06,0.16666666666666666,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
76,0.06,0.16666666666666666,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
77,0.06,0.16666666666666666,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
78,0.06,0.16666666666666666,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
79,0.06,0.16666666666666666,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
80,0.06,0.16666666666666666,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
81,0.06,0.16666666666666666,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
82,0.06,0.16666666666666666,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
83,0.06,0.16666666666666666,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
84,0.06,0.16666666666666666,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
85,0.06,0.16666666666666666,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
86,0.06,0.16666666666666666,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
87,0.06,0.16666666666666666,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
88,0.06,0.16666666666666666,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
89,0.06,0.16666666666666666,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
90,0.06,0.16666666666666666,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
91,0.06,0.16666666666666666,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
92,0.06,0.16666666666666666,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
93,0.06,0.16666666666666666,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
94,0.06,0.16666666666666666,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
95,0.06,0.16666666666666666,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
96,0.06,0.16666666666666666,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
97,0.06,0.16666666666666666,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
98,0.06,0.16666666666666666,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
99,0.06,0.16666666666666666,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
100,0.06,0.16666666666666666,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
101,0.06,0.16666666666666666,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
102,0.06,0.16666666666666666,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
103,0.06,0.16666666666666666,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
104,0.06,0.16666666666666666,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
105,0.06,0.16666666666666666,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
106,0.06,0.16666666666666666,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
107,0.06,0.16666666666666666,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
108,0.06,0.14285714285714285,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
109,0.06,0.14285714285714285,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
110,0.06,0.14285714285714285,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
111,0.06,0.14285714285714285,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
112,0.06,0.14285714285714285,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
113,0.06,0.14285714285714285,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
114,0.06,0.14285714285714285,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
115,0.06,0.14285714285714285,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
116,0.06,0.14285714285714285,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
117,0.06,0.14285714285714285,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
118,0.06,0.14285714285714285,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
119,0.06,0.14285714285714285,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
120,0.06,0.14285714285714285,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
121,0.06,0.14285714285714285,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
122,0.06,0.14285714285714285,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
123,0.06,0.14285714285714285,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
124,0.06,0.14285714285714285,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
125,0.06,0.14285714285714285,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
126,0.06,0.14285714285714285,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
127,0.06,0.14285714285714285,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
128,0.06,0.14285714285714285,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
129,0.06,0.14285714285714285,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
130,0.06,0.14285714285714285,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
131,0.06,0.14285714285714285,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
132,0.06,0.14285714285714285,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
133,0.06,0.14285714285714285,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
134,0.06,0.14285714285714285,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
135,0.06,0.14285714285714285,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
136,0.06,0.14285714285714285,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
137,0.06,0.14285714285714285,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
138,0.06,0.14285714285714285,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
139,0.06,0.14285714285714285,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
140,0.06,0.14285714285714285,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
141,0.06,0.14285714285714285,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
142,0.06,0.14285714285714285,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
143,0.06,0.14285714285714285,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
144,0.06,0.14285714285714285,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
145,0.06,0.14285714285714285,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
146,0.06,0.14285714285714285,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
147,0.06,0.14285714285714285,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
148,0.06,0.14285714285714285,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
149,0.06,0.14285714285714285,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
150,0.06,0.14285714285714285,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
151,0.06,0.14285714285714285,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
152,0.06,0.14285714285714285,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
153,0.06,0.14285714285714285,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
154,0.06,0.14285714285714285,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
155,0.06,0.14285714285714285,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
156,0.06,0.14285714285714285,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
157,0.06,0.14285714285714285,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
158,0.06,0.14285714285714285,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
159,0.06,0.14285714285714285,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
160,0.06,0.14285714285714285,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
161,0.06,0.14285714285714285,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
162,0.06,0.14285714285714285,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
163,0.06,0.14285714285714285,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
164,0.06,0.14285714285714285,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
165,0.06,0.14285714285714285,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
166,0.06,0.14285714285714285,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
167,0.06,0.14285714285714285,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
168,0.06,0.14285714285714285,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
